date,airline,ch_code,num_code,dep_time,from,time_taken,stop,arr_time,to,price,class,ticket_id
16/04/2022,Air India,AI,523,6:45,Bangalore,09h 05m,1-stop,15:50,Mumbai,"4,946",economy,197
17/04/2022,Air India,AI,806,8:00,Mumbai,11h 00m,1-stop,19:00,Chennai,"49,613",business,406
17/04/2022,Vistara,UK,854,18:25,Bangalore,15h 15m,1-stop,9:40,Delhi,"65,033",business,346
17/04/2022,Vistara,UK,774,20:35,Kolkata,23h 10m,1-stop,19:45,Delhi,"61,583",business,289
18/04/2022,Vistara,UK,812,9:45,Bangalore,11h 30m,1-stop,21:15,Mumbai,"7,212",economy,94
18/04/2022,Air India,AI,441,17:50,Delhi,03h 45m,1-stop,21:35,Mumbai,"22,152",business,338
18/04/2022,Vistara,UK,878,12:55,Hyderabad,12h 00m,1-stop,0:55,Delhi,"39,555",business,351
18/04/2022,Vistara,UK,832,7:05,Chennai,13h 40m,1-stop,20:45,Mumbai,"80,566",business,488
18/04/2022,Vistara,UK,878,12:55,Hyderabad,12h 00m,1-stop,0:55,Delhi,"39,555",business,385
19/04/2022,Vistara,UK,820,17:50,Bangalore,06h 00m,1-stop,23:50,Mumbai,"6,568",economy,224
19/04/2022,Vistara,UK,836,10:45,Chennai,12h 05m,1-stop,22:50,Mumbai,"49,553",business,345
19/04/2022,Vistara,UK,951,14:20,Delhi,02h 10m,non-stop ,16:30,Mumbai,"37,048",business,268
19/04/2022,Air India,AI,732,13:00,Kolkata,07h 55m,1-stop,20:55,Delhi,"32,881",business,275
19/04/2022,Air India,AI,505,10:25,Bangalore,22h 40m,1-stop,9:05,Mumbai,"6,158",economy,217
19/04/2022,Indigo,6E,6017,18:15,Bangalore,06h 05m,1-stop,0:20,Mumbai,"3,012",economy,145
19/04/2022,GO FIRST,G8,808,14:30,Bangalore,05h 50m,1-stop,20:20,Mumbai,"6,199",economy,222
20/04/2022,Vistara,UK,950,21:55,Mumbai,22h 20m,1-stop,20:15,Chennai,"61,933",business,476
20/04/2022,Vistara,UK,820,17:50,Bangalore,06h 00m,1-stop,23:50,Mumbai,"6,568",economy,35
20/04/2022,Vistara,UK,876,21:35,Hyderabad,10h 30m,1-stop,8:05,Delhi,"39,555",business,333
20/04/2022,Vistara,UK,874,8:30,Hyderabad,16h 25m,1-stop,0:55,Delhi,"39,555",business,375
20/04/2022,Air India,AI,748,2:40,Bangalore,09h 45m,1-stop,12:25,Mumbai,"5,850",economy,205
20/04/2022,Vistara,UK,836,10:45,Chennai,08h 20m,1-stop,19:05,Mumbai,"57,393",business,468
20/04/2022,Vistara,UK,810,7:00,Bangalore,10h 40m,1-stop,17:40,Mumbai,"6,568",economy,48
20/04/2022,Air India,AI,430,9:55,Chennai,10h 05m,1-stop,20:00,Mumbai,"49,553",business,272
20/04/2022,Air India,AI,610,19:10,Bangalore,17h 05m,1-stop,12:15,Delhi,"42,521",business,311
20/04/2022,Vistara,UK,832,6:55,Chennai,16h 55m,1-stop,23:50,Mumbai,"61,873",business,398
20/04/2022,Vistara,UK,940,19:45,Mumbai,14h 10m,1-stop,9:55,Chennai,"64,173",business,471
20/04/2022,Air India,AI,546,21:15,Hyderabad,11h 40m,1-stop,8:55,Delhi,"42,724",business,484
21/04/2022,Vistara,UK,893,19:55,Bangalore,03h 05m,1-stop,23:00,Mumbai,"4,792",economy,189
21/04/2022,Vistara,UK,970,8:45,Mumbai,14h 00m,1-stop,22:45,Chennai,"64,173",business,421
21/04/2022,Air India,AI,503,17:50,Bangalore,19h 00m,1-stop,12:50,Mumbai,"6,158",economy,27
21/04/2022,Vistara,UK,910,17:35,Mumbai,22h 45m,1-stop,16:20,Chennai,"57,453",business,382
21/04/2022,Vistara,UK,808,8:00,Bangalore,11h 05m,1-stop,19:05,Mumbai,"6,568",economy,239
21/04/2022,GO FIRST,G8,118,21:55,Bangalore,14h 55m,1-stop,12:50,Mumbai,"6,389",economy,74
21/04/2022,Air India,AI,806,8:00,Mumbai,24h 55m,1-stop,8:55,Chennai,"49,613",business,493
22/04/2022,Vistara,UK,816,11:30,Bangalore,10h 30m,1-stop,22:00,Mumbai,"6,568",economy,47
22/04/2022,AirAsia,I5,1454,13:15,Bangalore,06h 20m,1-stop,19:35,Mumbai,"2,203",economy,136
22/04/2022,Air India,AI,610,19:10,Bangalore,17h 05m,1-stop,12:15,Delhi,"42,521",business,437
22/04/2022,Vistara,UK,893,19:55,Bangalore,14h 05m,1-stop,10:00,Mumbai,"4,792",economy,191
22/04/2022,Air India,AI,9517,18:50,Bangalore,27h 20m,1-stop,22:10,Mumbai,"5,771",economy,204
22/04/2022,Air India,AI,748,2:40,Bangalore,17h 25m,1-stop,20:05,Mumbai,"6,192",economy,221
23/04/2022,Vistara,UK,810,7:00,Bangalore,13h 05m,1-stop,20:05,Mumbai,"7,212",economy,97
23/04/2022,AirAsia,I5,1561,18:50,Bangalore,01h 45m,1-stop,20:35,Mumbai,"2,201",economy,119
23/04/2022,Air India,AI,503,17:50,Bangalore,16h 20m,1-stop,10:10,Mumbai,"6,158",economy,214
23/04/2022,Air India,AI,424,13:30,Kolkata,10h 25m,1-stop,23:55,Delhi,"32,062",business,420
23/04/2022,Air India,AI,560,8:10,Delhi,15h 45m,1-stop,23:55,Mumbai,"41,113",business,322
24/04/2022,Vistara,UK,812,9:45,Bangalore,12h 15m,1-stop,22:00,Mumbai,"6,568",economy,53
24/04/2022,Vistara,UK,814,21:10,Bangalore,10h 45m,1-stop,7:55,Mumbai,"6,568",economy,238
24/04/2022,Air India,AI,745,13:50,Kolkata,25h 20m,1-stop,15:10,Delhi,"41,652",business,305
25/04/2022,Vistara,UK,808,8:00,Bangalore,06h 00m,1-stop,14:00,Mumbai,"6,568",economy,34
25/04/2022,Vistara,UK,850,19:55,Bangalore,12h 10m,1-stop,8:05,Delhi,"42,521",business,336
25/04/2022,Vistara,UK,944,14:40,Mumbai,19h 15m,1-stop,9:55,Chennai,"74,365",business,387
25/04/2022,Vistara,UK,657,11:30,Bangalore,10h 05m,1-stop,21:35,Mumbai,"6,332",economy,207
25/04/2022,GO FIRST,G8,7547,10:00,Bangalore,01h 40m,1-stop,11:40,Mumbai,"2,201",economy,117
25/04/2022,Air India,AI,9547,19:00,Bangalore,05h 10m,1-stop,0:10,Mumbai,"4,276",economy,185
26/04/2022,Vistara,UK,950,21:55,Mumbai,22h 20m,1-stop,20:15,Chennai,"61,933",business,362
27/04/2022,Air India,AI,721,13:40,Kolkata,26h 35m,1-stop,16:15,Delhi,"34,354",business,298
27/04/2022,Air India,AI,765,20:45,Kolkata,26h 25m,1-stop,23:10,Delhi,"48,079",business,455
27/04/2022,Air India,AI,9517,18:50,Bangalore,18h 00m,1-stop,12:50,Mumbai,"5,771",economy,199
27/04/2022,Vistara,UK,874,8:30,Hyderabad,15h 40m,1-stop,0:10,Delhi,"51,875",business,458
27/04/2022,Vistara,UK,852,9:30,Bangalore,05h 00m,1-stop,14:30,Delhi,"42,521",business,422
27/04/2022,Air India,AI,525,6:00,Hyderabad,27h 15m,1-stop,9:15,Delhi,"47,586",business,316
28/04/2022,Air India,AI,430,9:55,Chennai,10h 05m,1-stop,20:00,Mumbai,"49,553",business,389
28/04/2022,Vistara,UK,977,19:00,Delhi,02h 15m,non-stop ,21:15,Mumbai,"40,296",business,260
28/04/2022,Air India,AI,501,13:20,Bangalore,07h 55m,1-stop,21:15,Mumbai,"6,578",economy,78
28/04/2022,Indigo,6E,5203,19:35,Bangalore,02h 00m,1-stop,21:35,Mumbai,"2,201",economy,126
28/04/2022,GO FIRST,G8,116,7:20,Bangalore,10h 15m,1-stop,17:35,Mumbai,"6,389",economy,68
29/04/2022,AirAsia,I5,972,16:25,Bangalore,10h 00m,1-stop,2:25,Mumbai,"3,385",economy,167
29/04/2022,Air India,AI,808,21:00,Bangalore,15h 50m,1-stop,12:50,Mumbai,"6,578",economy,88
29/04/2022,Vistara,UK,838,21:05,Chennai,14h 05m,1-stop,11:10,Mumbai,"93,200",business,349
29/04/2022,Air India,AI,526,19:00,Kolkata,23h 30m,1-stop,18:30,Delhi,"43,910",business,415
29/04/2022,Indigo,6E,841,14:50,Bangalore,07h 20m,1-stop,22:10,Mumbai,"2,201",economy,131
29/04/2022,Vistara,UK,834,17:25,Chennai,18h 10m,1-stop,11:35,Mumbai,"56,273",business,474
29/04/2022,GO FIRST,G8,808,11:00,Bangalore,09h 20m,1-stop,20:20,Mumbai,"6,199",economy,33
29/04/2022,Air India,AI,804,6:10,Bangalore,15h 05m,1-stop,21:15,Mumbai,"6,578",economy,86
29/04/2022,Air India,AI,503,17:50,Bangalore,26h 10m,1-stop,20:00,Mumbai,"6,158",economy,31
29/04/2022,Vistara,UK,774,20:35,Kolkata,11h 30m,1-stop,8:05,Delhi,"53,743",business,485
30/04/2022,Air India,AI,526,19:00,Kolkata,18h 50m,1-stop,13:50,Delhi,"43,910",business,320
30/04/2022,Indigo,6E,484,7:10,Bangalore,05h 05m,1-stop,12:15,Mumbai,"3,153",economy,152
30/04/2022,Indigo,6E,6257,6:10,Bangalore,06h 05m,1-stop,12:15,Mumbai,"3,153",economy,156
30/04/2022,Indigo,6E,6491,13:05,Bangalore,06h 10m,1-stop,19:15,Mumbai,"3,153",economy,157
30/04/2022,GO FIRST,G8,118,21:55,Bangalore,12h 15m,1-stop,10:10,Mumbai,"6,389",economy,71
01/05/2022,Air India,AI,9505,9:00,Bangalore,14h 05m,1-stop,23:05,Mumbai,"4,027",economy,180
01/05/2022,Vistara,UK,810,7:00,Bangalore,14h 15m,1-stop,21:15,Mumbai,"7,212",economy,100
01/05/2022,Vistara,UK,808,8:00,Bangalore,11h 05m,1-stop,19:05,Mumbai,"6,568",economy,50
01/05/2022,Air India,AI,539,17:00,Chennai,16h 05m,1-stop,9:05,Mumbai,"49,553",business,374
01/05/2022,Vistara,UK,812,9:45,Bangalore,13h 05m,1-stop,22:50,Mumbai,"6,568",economy,245
01/05/2022,Air India,AI,9517,18:50,Bangalore,25h 10m,1-stop,20:00,Mumbai,"5,771",economy,17
01/05/2022,Vistara,UK,627,13:20,Delhi,26h 40m,1-stop,16:00,Mumbai,"37,417",business,309
01/05/2022,Indigo,6E,161,13:35,Bangalore,04h 10m,1-stop,17:45,Mumbai,"4,171",economy,183
01/05/2022,Vistara,UK,808,8:00,Bangalore,09h 40m,1-stop,17:40,Mumbai,"6,568",economy,46
01/05/2022,Air India,AI,507,6:30,Bangalore,26h 30m,1-stop,9:00,Delhi,"35,554",business,293
01/05/2022,Air India,AI,526,19:00,Kolkata,28h 00m,1-stop,23:00,Delhi,"43,910",business,314
02/05/2022,AirAsia,I5,1782,20:45,Bangalore,10h 55m,1-stop,7:40,Mumbai,"2,203",economy,139
02/05/2022,Air India,AI,640,6:45,Bangalore,05h 30m,1-stop,12:15,Delhi,"42,521",business,279
02/05/2022,Air India,AI,507,8:40,Hyderabad,15h 15m,1-stop,23:55,Delhi,"37,846",business,274
02/05/2022,Vistara,UK,878,12:55,Hyderabad,19h 10m,1-stop,8:05,Delhi,"39,555",business,283
03/05/2022,Air India,AI,515,9:35,Hyderabad,06h 20m,1-stop,15:55,Delhi,"44,583",business,340
03/05/2022,Air India,AI,538,20:20,Chennai,21h 40m,1-stop,18:00,Mumbai,"49,553",business,332
03/05/2022,Vistara,UK,874,8:30,Hyderabad,16h 25m,1-stop,0:55,Delhi,"39,555",business,475
03/05/2022,Air India,AI,501,13:20,Bangalore,08h 15m,1-stop,21:35,Mumbai,"6,578",economy,79
04/05/2022,AirAsia,I5,972,16:25,Bangalore,15h 15m,1-stop,7:40,Mumbai,"3,385",economy,169
04/05/2022,Vistara,UK,877,10:45,Mumbai,09h 30m,2+stop,20:15,Chennai,"68,743",business,500
04/05/2022,GO FIRST,G8,805,8:15,Bangalore,15h 15m,1-stop,23:30,Mumbai,"4,807",economy,196
04/05/2022,Air India,AI,505,10:25,Bangalore,10h 50m,1-stop,21:15,Mumbai,"6,158",economy,210
05/05/2022,Air India,AI,505,10:25,Bangalore,09h 35m,1-stop,20:00,Mumbai,"6,158",economy,209
05/05/2022,Air India,AI,503,17:50,Bangalore,24h 10m,1-stop,18:00,Mumbai,"6,158",economy,219
05/05/2022,Air India,AI,888,19:00,Mumbai,17h 40m,1-stop,12:40,Chennai,"49,613",business,426
05/05/2022,Vistara,UK,657,11:30,Bangalore,08h 35m,1-stop,20:05,Mumbai,"8,117",economy,105
05/05/2022,Indigo,6E,5389,18:00,Bangalore,01h 50m,1-stop,19:50,Mumbai,"2,201",economy,121
05/05/2022,Vistara,UK,846,8:30,Bangalore,06h 00m,1-stop,14:30,Delhi,"42,521",business,482
06/05/2022,Air India,AI,539,17:00,Chennai,18h 15m,1-stop,11:15,Mumbai,"49,553",business,433
06/05/2022,Vistara,UK,986,22:45,Mumbai,17h 35m,1-stop,16:20,Chennai,"57,565",business,460
06/05/2022,Air India,AI,538,20:20,Chennai,13h 50m,1-stop,10:10,Mumbai,"49,553",business,339
06/05/2022,Vistara,UK,816,11:30,Bangalore,02h 40m,non-stop ,14:10,Delhi,"32,923",business,452
06/05/2022,Air India,AI,505,10:25,Bangalore,10h 50m,1-stop,21:15,Mumbai,"6,158",economy,21
06/05/2022,GO FIRST,G8,285,15:45,Bangalore,09h 35m,1-stop,1:20,Mumbai,"4,096",economy,182
06/05/2022,Air India,AI,516,7:35,Bangalore,25h 20m,1-stop,8:55,Delhi,"35,554",business,477
07/05/2022,Vistara,UK,850,19:55,Bangalore,12h 10m,1-stop,8:05,Delhi,"42,521",business,373
07/05/2022,Vistara,UK,776,17:35,Kolkata,17h 25m,1-stop,11:00,Delhi,"68,303",business,395
08/05/2022,Vistara,UK,836,10:45,Chennai,12h 05m,1-stop,22:50,Mumbai,"49,553",business,438
08/05/2022,Vistara,UK,944,14:40,Mumbai,19h 15m,1-stop,9:55,Chennai,"61,933",business,466
08/05/2022,Indigo,6E,6345,12:45,Bangalore,05h 00m,1-stop,17:45,Mumbai,"2,201",economy,128
08/05/2022,Air India,AI,503,17:50,Bangalore,19h 00m,1-stop,12:50,Mumbai,"6,158",economy,216
08/05/2022,Vistara,UK,774,20:35,Kolkata,21h 30m,1-stop,18:05,Delhi,"66,063",business,366
09/05/2022,Air India,AI,9517,18:50,Bangalore,26h 25m,1-stop,21:15,Mumbai,"5,771",economy,202
09/05/2022,Indigo,6E,807,9:50,Bangalore,06h 50m,1-stop,16:40,Mumbai,"3,153",economy,158
09/05/2022,Air India,AI,503,17:50,Bangalore,17h 25m,1-stop,11:15,Mumbai,"6,158",economy,215
10/05/2022,Air India,AI,503,17:50,Bangalore,15h 15m,1-stop,9:05,Mumbai,"6,158",economy,24
10/05/2022,Vistara,UK,874,8:30,Hyderabad,12h 10m,1-stop,20:40,Delhi,"54,115",business,464
10/05/2022,Vistara,UK,812,9:45,Bangalore,06h 45m,1-stop,16:30,Mumbai,"6,568",economy,226
10/05/2022,GO FIRST,G8,116,7:20,Bangalore,15h 55m,1-stop,23:15,Mumbai,"6,389",economy,75
10/05/2022,Vistara,UK,950,21:55,Mumbai,12h 00m,1-stop,9:55,Chennai,"74,365",business,456
10/05/2022,Vistara,UK,893,19:55,Bangalore,18h 35m,1-stop,14:30,Mumbai,"4,792",economy,1
10/05/2022,Indigo,6E,6491,13:05,Bangalore,07h 40m,1-stop,20:45,Mumbai,"3,153",economy,165
11/05/2022,Air India,AI,765,17:15,Kolkata,19h 45m,1-stop,13:00,Delhi,"48,079",business,360
11/05/2022,Vistara,UK,986,22:45,Mumbai,21h 30m,1-stop,20:15,Chennai,"57,565",business,461
12/05/2022,Vistara,UK,818,19:40,Bangalore,02h 45m,non-stop ,22:25,Delhi,"34,043",business,252
12/05/2022,Air India,AI,442,15:35,Mumbai,08h 00m,1-stop,23:35,Chennai,"49,613",business,372
12/05/2022,Air India,AI,440,6:10,Chennai,15h 25m,1-stop,21:35,Mumbai,"49,553",business,478
12/05/2022,Indigo,6E,379,9:40,Bangalore,05h 05m,1-stop,14:45,Mumbai,"3,153",economy,153
12/05/2022,Vistara,UK,847,11:10,Delhi,22h 35m,1-stop,9:45,Mumbai,"69,785",business,295
12/05/2022,Indigo,6E,131,7:20,Bangalore,04h 15m,1-stop,11:35,Mumbai,"3,153",economy,149
12/05/2022,Vistara,UK,816,11:30,Bangalore,12h 20m,1-stop,23:50,Mumbai,"6,568",economy,244
12/05/2022,Vistara,UK,838,21:05,Chennai,17h 55m,1-stop,15:00,Mumbai,"61,873",business,483
12/05/2022,Air India,AI,507,6:30,Bangalore,12h 00m,1-stop,18:30,Delhi,"35,554",business,412
13/05/2022,Air India,AI,765,14:40,Kolkata,08h 30m,1-stop,23:10,Delhi,"48,079",business,282
13/05/2022,Air India,AI,451,14:30,Delhi,25h 55m,1-stop,16:25,Mumbai,"39,622",business,335
13/05/2022,Vistara,UK,705,7:30,Delhi,12h 50m,1-stop,20:20,Mumbai,"59,033",business,302
13/05/2022,Air India,AI,698,21:50,Hyderabad,21h 20m,1-stop,19:10,Delhi,"39,499",business,489
13/05/2022,Vistara,UK,812,9:45,Bangalore,14h 05m,1-stop,23:50,Mumbai,"6,568",economy,60
14/05/2022,Air India,AI,766,8:15,Chennai,11h 50m,1-stop,20:05,Mumbai,"57,777",business,263
14/05/2022,Vistara,UK,808,8:00,Bangalore,09h 40m,1-stop,17:40,Mumbai,"6,568",economy,235
14/05/2022,Indigo,6E,6257,6:10,Bangalore,03h 55m,1-stop,10:05,Mumbai,"3,153",economy,146
14/05/2022,Air India,AI,9517,18:50,Bangalore,05h 05m,1-stop,23:55,Mumbai,"3,709",economy,172
14/05/2022,Air India,AI,505,10:25,Bangalore,07h 35m,1-stop,18:00,Mumbai,"6,158",economy,19
14/05/2022,Indigo,6E,806,17:10,Bangalore,07h 30m,1-stop,0:40,Mumbai,"3,957",economy,175
14/05/2022,GO FIRST,G8,803,18:50,Bangalore,07h 10m,1-stop,2:00,Mumbai,"5,744",economy,7
14/05/2022,Vistara,UK,810,7:00,Bangalore,09h 30m,1-stop,16:30,Mumbai,"6,568",economy,234
14/05/2022,Vistara,UK,808,8:00,Bangalore,08h 30m,1-stop,16:30,Mumbai,"6,568",economy,232
14/05/2022,Vistara,UK,852,9:30,Bangalore,10h 15m,1-stop,19:45,Delhi,"66,937",business,301
14/05/2022,Vistara,UK,814,21:10,Bangalore,14h 00m,1-stop,11:10,Mumbai,"6,568",economy,59
15/05/2022,Indigo,6E,332,21:15,Bangalore,02h 00m,1-stop,23:15,Mumbai,"2,201",economy,127
16/05/2022,Air India,AI,516,7:35,Bangalore,25h 30m,1-stop,9:05,Mumbai,"5,761",economy,14
16/05/2022,AirAsia,I5,1528,6:10,Bangalore,16h 05m,1-stop,22:15,Mumbai,"3,385",economy,170
16/05/2022,Air India,AI,525,6:00,Hyderabad,12h 00m,1-stop,18:00,Delhi,"47,586",business,394
16/05/2022,Air India,AI,9517,18:50,Bangalore,23h 10m,1-stop,18:00,Mumbai,"5,771",economy,200
16/05/2022,Air India,AI,887,7:00,Delhi,02h 05m,non-stop ,9:05,Mumbai,"22,152",business,299
16/05/2022,GO FIRST,G8,803,18:50,Bangalore,13h 50m,1-stop,8:40,Mumbai,"4,354",economy,188
16/05/2022,AirAsia,I5,1622,12:55,Bangalore,06h 40m,1-stop,19:35,Mumbai,"2,203",economy,137
16/05/2022,Vistara,UK,627,13:20,Delhi,26h 40m,1-stop,16:00,Mumbai,"37,417",business,269
17/05/2022,Air India,AI,9517,18:50,Bangalore,23h 10m,1-stop,18:00,Mumbai,"5,771",economy,16
17/05/2022,GO FIRST,G8,320,20:00,Bangalore,01h 50m,1-stop,21:50,Mumbai,"2,201",economy,122
17/05/2022,Vistara,UK,776,17:35,Kolkata,15h 00m,1-stop,8:35,Delhi,"61,583",business,435
17/05/2022,GO FIRST,G8,395,8:10,Bangalore,01h 40m,1-stop,9:50,Mumbai,"2,201",economy,116
17/05/2022,Air India,AI,429,9:50,Delhi,30h 05m,1-stop,15:55,Mumbai,"44,622",business,315
17/05/2022,Vistara,UK,802,18:50,Bangalore,14h 55m,1-stop,9:45,Mumbai,"7,212",economy,101
17/05/2022,Vistara,UK,814,21:10,Bangalore,10h 45m,1-stop,7:55,Mumbai,"6,568",economy,49
17/05/2022,Air India,AI,440,6:10,Chennai,06h 40m,1-stop,12:50,Mumbai,"49,553",business,327
17/05/2022,AirAsia,I5,339,22:45,Bangalore,01h 50m,1-stop,0:35,Mumbai,"2,201",economy,123
18/05/2022,Air India,AI,698,22:15,Hyderabad,10h 55m,1-stop,9:10,Delhi,"39,499",business,359
18/05/2022,Air India,AI,715,11:40,Kolkata,07h 00m,1-stop,18:40,Delhi,"45,012",business,325
18/05/2022,Air India,AI,698,22:15,Hyderabad,12h 00m,1-stop,10:15,Delhi,"39,499",business,306
19/05/2022,AirAsia,I5,941,5:35,Bangalore,01h 40m,1-stop,7:15,Mumbai,"2,201",economy,115
19/05/2022,Vistara,UK,852,9:30,Bangalore,05h 00m,1-stop,14:30,Delhi,"42,521",business,427
19/05/2022,Air India,AI,440,6:10,Chennai,06h 40m,1-stop,12:50,Mumbai,"49,553",business,290
19/05/2022,Air India,AI,868,18:00,Delhi,02h 00m,non-stop ,20:00,Mumbai,"22,152",business,288
19/05/2022,Vistara,UK,876,21:35,Hyderabad,22h 10m,1-stop,19:45,Delhi,"47,395",business,404
20/05/2022,Vistara,UK,774,20:35,Kolkata,17h 55m,1-stop,14:30,Delhi,"78,271",business,256
20/05/2022,Indigo,6E,161,13:35,Bangalore,06h 05m,1-stop,19:40,Mumbai,"3,957",economy,174
20/05/2022,Air India,AI,526,19:00,Kolkata,18h 50m,1-stop,13:50,Delhi,"43,910",business,271
20/05/2022,Vistara,UK,985,19:50,Delhi,02h 10m,non-stop ,22:00,Mumbai,"42,312",business,324
20/05/2022,Air India,AI,9547,19:00,Bangalore,21h 35m,1-stop,16:35,Mumbai,"3,961",economy,177
20/05/2022,Vistara,UK,812,9:45,Bangalore,06h 45m,1-stop,16:30,Mumbai,"6,568",economy,37
20/05/2022,Air India,AI,539,17:00,Chennai,18h 15m,1-stop,11:15,Mumbai,"61,649",business,312
20/05/2022,Air India,AI,515,9:35,Hyderabad,27h 25m,1-stop,13:00,Delhi,"44,583",business,267
21/05/2022,Indigo,6E,841,14:50,Bangalore,04h 55m,1-stop,19:45,Mumbai,"3,153",economy,151
21/05/2022,SpiceJet,SG,3027,5:45,Bangalore,09h 00m,1-stop,14:45,Mumbai,"4,613",economy,3
21/05/2022,Air India,AI,804,6:10,Bangalore,16h 00m,1-stop,22:10,Mumbai,"6,578",economy,89
21/05/2022,Air India,AI,765,14:40,Kolkata,22h 20m,1-stop,13:00,Delhi,"48,079",business,491
21/05/2022,Vistara,UK,876,21:35,Hyderabad,10h 30m,1-stop,8:05,Delhi,"43,430",business,287
21/05/2022,Indigo,6E,5344,22:40,Bangalore,01h 55m,1-stop,0:35,Mumbai,"2,201",economy,125
21/05/2022,Indigo,6E,161,13:35,Bangalore,04h 10m,1-stop,17:45,Mumbai,"5,012",economy,6
21/05/2022,Vistara,UK,772,10:25,Kolkata,07h 40m,1-stop,18:05,Delhi,"66,063",business,498
21/05/2022,Indigo,6E,6067,16:20,Bangalore,04h 25m,1-stop,20:45,Mumbai,"3,153",economy,150
21/05/2022,Vistara,UK,838,21:05,Chennai,19h 25m,1-stop,16:30,Mumbai,"49,553",business,403
21/05/2022,GO FIRST,G8,801,5:30,Bangalore,14h 45m,1-stop,20:15,Mumbai,"5,744",economy,9
21/05/2022,Vistara,UK,897,7:55,Bangalore,26h 05m,1-stop,10:00,Mumbai,"4,792",economy,194
21/05/2022,Vistara,UK,810,7:00,Bangalore,07h 00m,1-stop,14:00,Mumbai,"6,568",economy,38
22/05/2022,Air India,AI,440,6:10,Chennai,16h 00m,1-stop,22:10,Mumbai,"49,553",business,323
22/05/2022,Vistara,UK,814,21:10,Bangalore,14h 25m,1-stop,11:35,Mumbai,"6,568",economy,62
22/05/2022,Vistara,UK,808,8:00,Bangalore,14h 50m,1-stop,22:50,Mumbai,"6,568",economy,63
22/05/2022,Air India,AI,525,6:00,Hyderabad,12h 00m,1-stop,18:00,Delhi,"47,586",business,321
22/05/2022,Vistara,UK,878,12:55,Hyderabad,12h 00m,1-stop,0:55,Delhi,"39,555",business,479
23/05/2022,Air India,AI,507,6:30,Bangalore,26h 30m,1-stop,9:00,Delhi,"35,554",business,447
24/05/2022,SpiceJet,SG,3027,5:45,Bangalore,13h 05m,1-stop,18:50,Mumbai,"4,193",economy,184
24/05/2022,Indigo,6E,6345,12:45,Bangalore,06h 55m,1-stop,19:40,Mumbai,"3,153",economy,159
24/05/2022,Air India,AI,451,14:30,Delhi,25h 55m,1-stop,16:25,Mumbai,"39,622",business,276
24/05/2022,Vistara,UK,955,17:45,Delhi,02h 20m,non-stop ,20:05,Mumbai,"36,712",business,278
24/05/2022,Vistara,UK,876,21:35,Hyderabad,16h 55m,1-stop,14:30,Delhi,"39,555",business,451
24/05/2022,AirAsia,I5,1782,20:45,Bangalore,05h 40m,1-stop,2:25,Mumbai,"2,203",economy,134
25/05/2022,Vistara,UK,874,8:30,Hyderabad,16h 25m,1-stop,0:55,Delhi,"39,555",business,391
25/05/2022,Vistara,UK,816,11:30,Bangalore,11h 20m,1-stop,22:50,Mumbai,"6,568",economy,240
25/05/2022,Vistara,UK,897,7:55,Bangalore,26h 05m,1-stop,10:00,Mumbai,"4,792",economy,2
25/05/2022,Vistara,UK,832,6:55,Chennai,15h 55m,1-stop,22:50,Mumbai,"49,553",business,448
25/05/2022,GO FIRST,G8,116,7:20,Bangalore,08h 15m,1-stop,15:35,Mumbai,"6,389",economy,65
25/05/2022,Indigo,6E,6445,5:50,Bangalore,06h 15m,1-stop,12:05,Mumbai,"2,201",economy,130
25/05/2022,Air India,AI,505,10:25,Bangalore,07h 35m,1-stop,18:00,Mumbai,"6,158",economy,208
25/05/2022,Vistara,UK,812,9:45,Bangalore,07h 55m,1-stop,17:40,Mumbai,"6,568",economy,41
25/05/2022,Vistara,UK,774,20:35,Kolkata,17h 55m,1-stop,14:30,Delhi,"53,743",business,480
25/05/2022,Air India,AI,743,9:55,Kolkata,05h 15m,1-stop,15:10,Delhi,"41,652",business,376
26/05/2022,Air India,AI,505,10:25,Bangalore,22h 40m,1-stop,9:05,Mumbai,"6,158",economy,28
26/05/2022,Vistara,UK,812,9:45,Bangalore,09h 20m,1-stop,19:05,Mumbai,"6,568",economy,44
26/05/2022,Vistara,UK,816,11:30,Bangalore,06h 10m,1-stop,17:40,Mumbai,"6,568",economy,36
26/05/2022,Air India,AI,9517,18:50,Bangalore,18h 00m,1-stop,12:50,Mumbai,"5,771",economy,15
26/05/2022,Vistara,UK,832,6:55,Chennai,10h 45m,1-stop,17:40,Mumbai,"61,873",business,310
27/05/2022,Air India,AI,804,6:10,Bangalore,15h 25m,1-stop,21:35,Mumbai,"6,578",economy,87
27/05/2022,Vistara,UK,776,17:35,Kolkata,07h 20m,1-stop,0:55,Delhi,"53,743",business,410
27/05/2022,Vistara,UK,876,21:35,Hyderabad,10h 30m,1-stop,8:05,Delhi,"39,555",business,354
27/05/2022,Air India,AI,765,17:15,Kolkata,26h 35m,1-stop,19:50,Delhi,"48,079",business,430
28/05/2022,Air India,AI,698,22:15,Hyderabad,12h 30m,1-stop,10:45,Delhi,"39,499",business,424
28/05/2022,Air India,AI,505,10:25,Bangalore,09h 35m,1-stop,20:00,Mumbai,"6,158",economy,20
29/05/2022,Vistara,UK,808,8:00,Bangalore,12h 05m,1-stop,20:05,Mumbai,"7,212",economy,95
29/05/2022,Vistara,UK,854,18:25,Bangalore,01h 50m,1-stop,20:15,Mumbai,"2,150",economy,110
